Class,Course,Term Name,Class Ave,Class Ave,Credits,
ECSE306-201609,ECSE306,F2016,B,3.00,3.00,#REF!
ECSE306-201701,ECSE306,W2017,B-,2.70,3.00,#REF!
ECSE306-201709,ECSE306,F2017,B-,2.70,3.00,#REF!
ECSE307-201709,ECSE307,F2017,A-,3.70,4.00,#REF!
ECSE307-201801,ECSE307,W2018,A-,3.70,4.00,#REF!
ECSE307-201809,ECSE307,F2018,B+,3.30,4.00,#REF!
ECSE307-201901,ECSE307,W2019,B+,3.30,4.00,#REF!
ECSE307-201909,ECSE307,F2019,B+,3.30,4.00,#REF!
ECSE307-202009,ECSE307,F2020,A,4.00,4.00,#REF!
ECSE307-202101,ECSE307,W2021,A-,3.70,4.00,#REF!
ECSE307-202109,ECSE307,F2021,A-,3.70,4.00,#REF!
ECSE307-202201,ECSE307,W2022,B+,3.30,4.00,#REF!
ECSE307-202209,ECSE307,F2022,A,4.00,4.00,#REF!
ECSE307-202301,ECSE307,W2023,B,3.00,4.00,#REF!
ECSE307-202309,ECSE307,F2023,B+,3.30,4.00,#REF!
ECSE307-202409,ECSE307,F2024,A-,3.70,4.00,#REF!
ECSE308-201801,ECSE308,W2018,A-,3.70,4.00,#REF!
ECSE308-201809,ECSE308,F2018,B,3.00,4.00,#REF!
ECSE308-201901,ECSE308,W2019,A-,3.70,4.00,#REF!
ECSE308-201909,ECSE308,F2019,B+,3.30,4.00,#REF!
ECSE308-202009,ECSE308,F2020,A-,3.70,4.00,#REF!
ECSE308-202101,ECSE308,W2021,B+,3.30,4.00,#REF!
ECSE308-202109,ECSE308,F2021,A-,3.70,4.00,#REF!
ECSE308-202201,ECSE308,W2022,B,3.00,4.00,#REF!
ECSE308-202209,ECSE308,F2022,A-,3.70,4.00,#REF!
ECSE308-202301,ECSE308,W2023,B-,2.70,4.00,#REF!
ECSE308-202309,ECSE308,F2023,A-,3.70,4.00,#REF!
ECSE308-202401,ECSE308,W2024,B-,2.70,4.00,#REF!
ECSE308-202409,ECSE308,F2024,A-,3.70,4.00,#REF!
ECSE309-201809,ECSE309,F2018,B-,2.70,3.00,#REF!
ECSE310-201801,ECSE310,W2018,B+,3.30,3.00,#REF!
ECSE310-201901,ECSE310,W2019,A-,3.70,3.00,#REF!
ECSE310-202009,ECSE310,F2020,A,4.00,3.00,#REF!
ECSE310-202101,ECSE310,W2021,A,4.00,3.00,#REF!
ECSE310-202109,ECSE310,F2021,A-,3.70,3.00,#REF!
ECSE310-202201,ECSE310,W2022,A,4.00,3.00,#REF!
ECSE310-202209,ECSE310,F2022,A-,3.70,3.00,#REF!
ECSE310-202301,ECSE310,W2023,B+,3.30,3.00,#REF!
ECSE310-202309,ECSE310,F2023,B+,3.30,3.00,#REF!
ECSE310-202401,ECSE310,W2024,A-,3.70,3.00,#REF!
ECSE310-202409,ECSE310,F2024,A-,3.70,3.00,#REF!
ECSE316-201901,ECSE316,W2019,B,3.00,3.00,#REF!
ECSE316-202101,ECSE316,W2021,A-,3.70,3.00,#REF!
ECSE316-202201,ECSE316,W2022,B+,3.30,3.00,#REF!
ECSE316-202301,ECSE316,W2023,B+,3.30,3.00,#REF!
ECSE316-202309,ECSE316,F2023,B+,3.30,3.00,#REF!
ECSE316-202409,ECSE316,F2024,A-,3.70,3.00,#REF!
ECSE321-201409,ECSE321,F2014,B+,3.30,3.00,#REF!
ECSE321-201501,ECSE321,W2015,B,3.00,3.00,#REF!
ECSE321-201509,ECSE321,F2015,B+,3.30,3.00,#REF!
ECSE321-201601,ECSE321,W2016,A-,3.70,3.00,#REF!
ECSE321-201701,ECSE321,W2017,A-,3.70,3.00,#REF!
ECSE321-201709,ECSE321,F2017,B,3.00,3.00,#REF!
ECSE321-201801,ECSE321,W2018,B+,3.30,3.00,#REF!
ECSE321-201809,ECSE321,F2018,B+,3.30,3.00,#REF!
ECSE321-201901,ECSE321,W2019,B+,3.30,3.00,#REF!
ECSE321-201909,ECSE321,F2019,A-,3.70,3.00,#REF!
ECSE321-202009,ECSE321,F2020,A-,3.70,3.00,#REF!
ECSE321-202101,ECSE321,W2021,A-,3.70,3.00,#REF!
ECSE321-202109,ECSE321,F2021,A-,3.70,3.00,#REF!
ECSE321-202201,ECSE321,W2022,A-,3.70,3.00,#REF!
ECSE321-202209,ECSE321,F2022,A-,3.70,3.00,#REF!
ECSE321-202301,ECSE321,W2023,A-,3.70,3.00,#REF!
ECSE321-202309,ECSE321,F2023,B+,3.30,3.00,#REF!
ECSE321-202401,ECSE321,W2024,A-,3.70,3.00,#REF!
ECSE321-202409,ECSE321,F2024,A-,3.70,3.00,#REF!
ECSE321-202501,ECSE321,W2025,A,4.00,3.00,#REF!
ECSE322-201501,ECSE322,W2015,B,3.00,3.00,#REF!
ECSE322-201509,ECSE322,F2015,B,3.00,3.00,#REF!
ECSE322-201601,ECSE322,W2016,B-,2.70,3.00,#REF!
ECSE322-201609,ECSE322,F2016,B,3.00,3.00,#REF!
ECSE322-201701,ECSE322,W2017,B,3.00,3.00,#REF!
ECSE322-201709,ECSE322,F2017,B+,3.30,3.00,#REF!
ECSE323-201609,ECSE323,F2016,B+,3.30,5.00,#REF!
ECSE323-201701,ECSE323,W2017,B+,3.30,5.00,#REF!
ECSE323-201709,ECSE323,F2017,B-,2.70,5.00,#REF!
ECSE324-201709,ECSE324,F2017,B-,2.70,4.00,#REF!
ECSE324-201801,ECSE324,W2018,B+,3.30,4.00,#REF!
ECSE324-201809,ECSE324,F2018,B,3.00,4.00,#REF!
ECSE324-201901,ECSE324,W2019,B-,2.70,4.00,#REF!
ECSE324-201909,ECSE324,F2019,A-,3.70,4.00,#REF!
ECSE324-202009,ECSE324,F2020,A-,3.70,4.00,#REF!
ECSE324-202101,ECSE324,W2021,A-,3.70,4.00,#REF!
ECSE324-202109,ECSE324,F2021,B+,3.30,4.00,#REF!
ECSE324-202201,ECSE324,W2022,B+,3.30,4.00,#REF!
ECSE324-202209,ECSE324,F2022,B+,3.30,4.00,#REF!
ECSE324-202301,ECSE324,W2023,B,3.00,4.00,#REF!
ECSE324-202309,ECSE324,F2023,B,3.00,4.00,#REF!
ECSE324-202401,ECSE324,W2024,B,3.00,4.00,#REF!
ECSE324-202409,ECSE324,F2024,B+,3.30,4.00,#REF!
ECSE324-202501,ECSE324,W2025,B-,2.70,4.00,#REF!
ECSE325-201801,ECSE325,W2018,B+,3.30,3.00,#REF!
ECSE325-201901,ECSE325,W2019,B+,3.30,3.00,#REF!
ECSE325-202101,ECSE325,W2021,A,4.00,3.00,#REF!
ECSE325-202201,ECSE325,W2022,A,4.00,3.00,#REF!
ECSE325-202301,ECSE325,W2023,A-,3.70,3.00,#REF!
ECSE325-202401,ECSE325,W2024,A-,3.70,3.00,#REF!
ECSE325-202501,ECSE325,W2025,A-,3.70,3.00,#REF!
ECSE326-201809,ECSE326,F2018,A-,3.70,3.00,#REF!
ECSE326-201909,ECSE326,F2019,A-,3.70,3.00,#REF!
ECSE326-202009,ECSE326,F2020,A,4.00,3.00,#REF!
ECSE326-202109,ECSE326,F2021,A-,3.70,3.00,#REF!
ECSE326-202209,ECSE326,F2022,B+,3.30,3.00,#REF!
ECSE326-202309,ECSE326,F2023,B+,3.30,3.00,#REF!
ECSE326-202409,ECSE326,F2024,A-,3.70,3.00,#REF!
ECSE330-201509,ECSE330,F2015,B,3.00,3.00,#REF!
ECSE330-201601,ECSE330,W2016,B-,2.70,3.00,#REF!
ECSE330-201609,ECSE330,F2016,B+,3.30,3.00,#REF!
ECSE330-201701,ECSE330,W2017,B-,2.70,3.00,#REF!
ECSE331-201709,ECSE331,F2017,B,3.00,4.00,#REF!
ECSE331-201801,ECSE331,W2018,B+,3.30,4.00,#REF!
ECSE331-201809,ECSE331,F2018,B,3.00,4.00,#REF!
ECSE331-201901,ECSE331,W2019,B,3.00,4.00,#REF!
ECSE331-201909,ECSE331,F2019,B-,2.70,4.00,#REF!
ECSE331-202009,ECSE331,F2020,A-,3.70,4.00,#REF!
ECSE331-202101,ECSE331,W2021,A-,3.70,4.00,#REF!
ECSE331-202109,ECSE331,F2021,B-,2.70,4.00,#REF!
ECSE331-202201,ECSE331,W2022,B-,2.70,4.00,#REF!
ECSE331-202209,ECSE331,F2022,C+,2.30,4.00,#REF!
ECSE331-202301,ECSE331,W2023,B-,2.70,4.00,#REF!
ECSE331-202309,ECSE331,F2023,B+,3.30,4.00,#REF!
ECSE331-202401,ECSE331,W2024,B+,3.30,4.00,#REF!
ECSE331-202409,ECSE331,F2024,B+,3.30,4.00,#REF!
ECSE334-201601,ECSE334,W2016,B+,3.30,3.00,#REF!
ECSE334-201609,ECSE334,F2016,B-,2.70,3.00,#REF!
ECSE334-201701,ECSE334,W2017,B,3.00,3.00,#REF!
ECSE334-201709,ECSE334,F2017,B-,2.70,3.00,#REF!
ECSE334-201801,ECSE334,W2018,B,3.00,3.00,#REF!
ECSE335-201809,ECSE335,F2018,B+,3.30,4.00,#REF!
ECSE335-202009,ECSE335,F2020,B+,3.30,4.00,#REF!
ECSE335-202209,ECSE335,F2022,B,3.00,4.00,#REF!
ECSE335-202309,ECSE335,F2023,B,3.00,4.00,#REF!
ECSE335-202409,ECSE335,F2024,B-,2.70,4.00,#REF!
ECSE343-202101,ECSE343,W2021,A,4.00,3.00,#REF!
ECSE343-202109,ECSE343,F2021,A-,3.70,3.00,#REF!
ECSE343-202201,ECSE343,W2022,B+,3.30,3.00,#REF!
ECSE343-202301,ECSE343,W2023,B+,3.30,3.00,#REF!
ECSE343-202401,ECSE343,W2024,B,3.00,3.00,#REF!
ECSE351-201509,ECSE351,F2015,B+,3.30,3.00,#REF!
ECSE351-201601,ECSE351,W2016,B+,3.30,3.00,#REF!
ECSE351-201609,ECSE351,F2016,C+,2.30,3.00,#REF!
ECSE351-201701,ECSE351,W2017,B,3.00,3.00,#REF!
ECSE352-201609,ECSE352,F2016,A-,3.70,3.00,#REF!
ECSE352-201709,ECSE352,F2017,B+,3.30,3.00,#REF!
ECSE353-201609,ECSE353,F2016,B-,2.70,3.00,#REF!
ECSE353-201709,ECSE353,F2017,B,3.00,3.00,#REF!
ECSE353-201809,ECSE353,F2018,B+,3.30,3.00,#REF!
ECSE353-201909,ECSE353,F2019,B+,3.30,3.00,#REF!
ECSE353-202009,ECSE353,F2020,A-,3.70,3.00,#REF!
ECSE353-202109,ECSE353,F2021,B+,3.30,3.00,#REF!
ECSE353-202209,ECSE353,F2022,B+,3.30,3.00,#REF!
ECSE353-202309,ECSE353,F2023,B,3.00,3.00,#REF!
ECSE353-202409,ECSE353,F2024,B+,3.30,3.00,#REF!
ECSE354-201801,ECSE354,W2018,B,3.00,4.00,#REF!
ECSE354-201809,ECSE354,F2018,A-,3.70,4.00,#REF!
ECSE354-201901,ECSE354,W2019,B+,3.30,4.00,#REF!
ECSE354-201909,ECSE354,F2019,B+,3.30,4.00,#REF!
ECSE354-202101,ECSE354,W2021,A,4.00,4.00,#REF!
ECSE354-202201,ECSE354,W2022,A-,3.70,4.00,#REF!
ECSE354-202301,ECSE354,W2023,B+,3.30,4.00,#REF!
ECSE354-202309,ECSE354,F2023,B-,2.70,4.00,#REF!
ECSE361-201601,ECSE361,W2016,B-,2.70,3.00,#REF!
ECSE361-201609,ECSE361,F2016,B,3.00,3.00,#REF!
ECSE361-201701,ECSE361,W2017,B,3.00,3.00,#REF!
ECSE361-201709,ECSE361,F2017,B-,2.70,3.00,#REF!
ECSE361-201801,ECSE361,W2018,B,3.00,3.00,#REF!
ECSE362-201709,ECSE362,F2017,B+,3.30,4.00,#REF!
ECSE362-201801,ECSE362,W2018,B+,3.30,4.00,#REF!
ECSE362-201809,ECSE362,F2018,B+,3.30,4.00,#REF!
ECSE362-202009,ECSE362,F2020,B+,3.30,4.00,#REF!
ECSE362-202101,ECSE362,W2021,A-,3.70,4.00,#REF!
ECSE362-202109,ECSE362,F2021,B,3.00,4.00,#REF!
ECSE362-202201,ECSE362,W2022,B,3.00,4.00,#REF!
ECSE362-202209,ECSE362,F2022,B,3.00,4.00,#REF!
ECSE362-202301,ECSE362,W2023,B-,2.70,4.00,#REF!
ECSE362-202309,ECSE362,F2023,B+,3.30,4.00,#REF!
ECSE362-202401,ECSE362,W2024,B,3.00,4.00,#REF!
ECSE362-202409,ECSE362,F2024,B-,2.70,4.00,#REF!
ECSE403-202009,ECSE403,F2020,B+,3.30,4.00,#REF!
ECSE403-202401,ECSE403,W2024,B,3.00,4.00,#REF!
ECSE404-201709,ECSE404,F2017,A,4.00,3.00,#REF!
ECSE404-201809,ECSE404,F2018,A-,3.70,3.00,#REF!
ECSE405-201901,ECSE405,W2019,A-,3.70,3.00,#REF!
ECSE412-201809,ECSE412,F2018,B,3.00,3.00,#REF!
ECSE414-201609,ECSE414,F2016,B+,3.30,3.00,#REF!
ECSE414-201709,ECSE414,F2017,B+,3.30,3.00,#REF!
ECSE415-201709,ECSE415,F2017,B,3.00,3.00,#REF!
ECSE415-201809,ECSE415,F2018,B+,3.30,3.00,#REF!
ECSE415-201909,ECSE415,F2019,B+,3.30,3.00,#REF!
ECSE415-202009,ECSE415,F2020,A,4.00,3.00,#REF!
ECSE415-202201,ECSE415,W2022,A-,3.70,3.00,#REF!
ECSE415-202301,ECSE415,W2023,A-,3.70,3.00,#REF!
ECSE415-202309,ECSE415,F2023,A,4.00,3.00,#REF!
ECSE415-202401,ECSE415,W2024,A,4.00,3.00,#REF!
ECSE415-202409,ECSE415,F2024,A,4.00,3.00,#REF!
ECSE416-202109,ECSE416,F2021,A-,3.70,4.00,#REF!
ECSE416-202309,ECSE416,F2023,A-,3.70,4.00,#REF!
ECSE420-201509,ECSE420,F2015,A-,3.70,3.00,#REF!
ECSE420-201709,ECSE420,F2017,A,4.00,3.00,#REF!
ECSE420-201809,ECSE420,F2018,A,4.00,3.00,#REF!
ECSE420-201909,ECSE420,F2019,A,4.00,3.00,#REF!
ECSE420-202009,ECSE420,F2020,A-,3.70,3.00,#REF!
ECSE420-202101,ECSE420,W2021,A,4.00,3.00,#REF!
ECSE420-202109,ECSE420,F2021,A,4.00,3.00,#REF!
ECSE420-202201,ECSE420,W2022,A,4.00,3.00,#REF!
ECSE420-202209,ECSE420,F2022,A-,3.70,3.00,#REF!
ECSE420-202301,ECSE420,W2023,A,4.00,3.00,#REF!
ECSE420-202309,ECSE420,F2023,A,4.00,3.00,#REF!
ECSE420-202401,ECSE420,W2024,A,4.00,3.00,#REF!
ECSE420-202409,ECSE420,F2024,A,4.00,3.00,#REF!
ECSE421-201701,ECSE421,W2017,B+,3.30,3.00,#REF!
ECSE421-201801,ECSE421,W2018,B,3.00,3.00,#REF!
ECSE421-201901,ECSE421,W2019,A-,3.70,3.00,#REF!
ECSE421-202401,ECSE421,W2024,B-,2.70,3.00,#REF!
ECSE424-202009,ECSE424,F2020,B+,3.30,3.00,#REF!
ECSE424-202109,ECSE424,F2021,A,4.00,3.00,#REF!
ECSE425-201801,ECSE425,W2018,B-,2.70,3.00,#REF!
ECSE425-201901,ECSE425,W2019,B,3.00,3.00,#REF!
ECSE425-202101,ECSE425,W2021,A-,3.70,3.00,#REF!
ECSE425-202201,ECSE425,W2022,B,3.00,3.00,#REF!
ECSE425-202301,ECSE425,W2023,B-,2.70,3.00,#REF!
ECSE425-202401,ECSE425,W2024,B,3.00,3.00,#REF!
ECSE426-201709,ECSE426,F2017,A-,3.70,3.00,#REF!
ECSE427-201601,ECSE427,W2016,B,3.00,3.00,#REF!
ECSE427-201701,ECSE427,W2017,B+,3.30,3.00,#REF!
ECSE427-201709,ECSE427,F2017,B,3.00,3.00,#REF!
ECSE427-201801,ECSE427,W2018,B,3.00,3.00,#REF!
ECSE427-201809,ECSE427,F2018,B+,3.30,3.00,#REF!
ECSE427-201901,ECSE427,W2019,B,3.00,3.00,#REF!
ECSE427-201909,ECSE427,F2019,B,3.00,3.00,#REF!
ECSE427-202009,ECSE427,F2020,A-,3.70,3.00,#REF!
ECSE427-202101,ECSE427,W2021,A-,3.70,3.00,#REF!
ECSE427-202109,ECSE427,F2021,B,3.00,3.00,#REF!
ECSE427-202201,ECSE427,W2022,B+,3.30,3.00,#REF!
ECSE427-202209,ECSE427,F2022,B-,2.70,3.00,#REF!
ECSE427-202301,ECSE427,W2023,B+,3.30,3.00,#REF!
ECSE427-202309,ECSE427,F2023,B,3.00,3.00,#REF!
ECSE427-202401,ECSE427,W2024,A-,3.70,3.00,#REF!
ECSE427-202409,ECSE427,F2024,A-,3.70,3.00,#REF!
ECSE427-202501,ECSE427,W2025,A-,3.70,3.00,#REF!
ECSE428-201601,ECSE428,W2016,A,4.00,3.00,#REF!
ECSE428-201701,ECSE428,W2017,A-,3.70,3.00,#REF!
ECSE428-201801,ECSE428,W2018,A,4.00,3.00,#REF!
ECSE428-201901,ECSE428,W2019,A,4.00,3.00,#REF!
ECSE428-202009,ECSE428,F2020,A,4.00,3.00,#REF!
ECSE428-202101,ECSE428,W2021,A,4.00,3.00,#REF!
ECSE428-202109,ECSE428,F2021,A,4.00,3.00,#REF!
ECSE428-202201,ECSE428,W2022,A,4.00,3.00,#REF!
ECSE428-202209,ECSE428,F2022,A,4.00,3.00,#REF!
ECSE428-202301,ECSE428,W2023,A,4.00,3.00,#REF!
ECSE428-202309,ECSE428,F2023,A,4.00,3.00,#REF!
ECSE428-202401,ECSE428,W2024,A,4.00,3.00,#REF!
ECSE428-202409,ECSE428,F2024,A,4.00,3.00,#REF!
ECSE429-201609,ECSE429,F2016,B+,3.30,3.00,#REF!
ECSE429-201709,ECSE429,F2017,A-,3.70,3.00,#REF!
ECSE429-201809,ECSE429,F2018,A-,3.70,3.00,#REF!
ECSE429-201909,ECSE429,F2019,A-,3.70,3.00,#REF!
ECSE429-202009,ECSE429,F2020,A,4.00,3.00,#REF!
ECSE429-202101,ECSE429,W2021,A-,3.70,3.00,#REF!
ECSE429-202109,ECSE429,F2021,B+,3.30,3.00,#REF!
ECSE429-202201,ECSE429,W2022,B+,3.30,3.00,#REF!
ECSE429-202209,ECSE429,F2022,B+,3.30,3.00,#REF!
ECSE429-202301,ECSE429,W2023,A-,3.70,3.00,#REF!
ECSE429-202309,ECSE429,F2023,A,4.00,3.00,#REF!
ECSE429-202401,ECSE429,W2024,A,4.00,3.00,#REF!
ECSE429-202409,ECSE429,F2024,A,4.00,3.00,#REF!
ECSE433-202301,ECSE433,W2023,A-,3.70,4.00,#REF!
ECSE434-201609,ECSE434,F2016,A-,3.70,2.00,#REF!
ECSE434-201701,ECSE434,W2017,A-,3.70,2.00,#REF!
ECSE434-201801,ECSE434,W2018,A-,3.70,2.00,#REF!
ECSE437-201909,ECSE437,F2019,B,3.00,3.00,#REF!
ECSE437-202009,ECSE437,F2020,A,4.00,3.00,#REF!
ECSE437-202209,ECSE437,F2022,A,4.00,3.00,#REF!
ECSE437-202309,ECSE437,F2023,A,4.00,3.00,#REF!
ECSE439-202201,ECSE439,W2022,B+,3.30,3.00,#REF!
ECSE439-202401,ECSE439,W2024,B+,3.30,3.00,#REF!
ECSE443-201701,ECSE443,W2017,A-,3.70,3.00,#REF!
ECSE443-201801,ECSE443,W2018,A,4.00,3.00,#REF!
ECSE443-201901,ECSE443,W2019,B+,3.30,3.00,#REF!
ECSE444-201809,ECSE444,F2018,A-,3.70,4.00,#REF!
ECSE444-201901,ECSE444,W2019,A-,3.70,4.00,#REF!
ECSE444-201909,ECSE444,F2019,A-,3.70,4.00,#REF!
ECSE444-202101,ECSE444,W2021,A-,3.70,4.00,#REF!
ECSE444-202109,ECSE444,F2021,A,4.00,4.00,#REF!
ECSE444-202201,ECSE444,W2022,A-,3.70,4.00,#REF!
ECSE444-202209,ECSE444,F2022,A-,3.70,4.00,#REF!
ECSE444-202301,ECSE444,W2023,A-,3.70,4.00,#REF!
ECSE444-202309,ECSE444,F2023,A,4.00,4.00,#REF!
ECSE444-202401,ECSE444,W2024,A-,3.70,4.00,#REF!
ECSE444-202409,ECSE444,F2024,A-,3.70,4.00,#REF!
ECSE446-201809,ECSE446,F2018,B+,3.30,3.00,#REF!
ECSE446-201909,ECSE446,F2019,B+,3.30,3.00,#REF!
ECSE446-202309,ECSE446,F2023,A-,3.70,3.00,#REF!
ECSE456-201709,ECSE456,F2017,A,4.00,3.00,#REF!
ECSE456-201801,ECSE456,W2018,A,4.00,3.00,#REF!
ECSE456-201809,ECSE456,F2018,A,4.00,3.00,#REF!
ECSE456-201901,ECSE456,W2019,A,4.00,3.00,#REF!
ECSE457-201801,ECSE457,W2018,A,4.00,3.00,#REF!
ECSE457-201809,ECSE457,F2018,A,4.00,3.00,#REF!
ECSE457-201901,ECSE457,W2019,A,4.00,3.00,#REF!
ECSE458D2-202101,ECSE458D2,W2021,A,4.00,3.00,#REF!
ECSE458D2-202201,ECSE458D2,W2022,A,4.00,3.00,#REF!
ECSE458D2-202301,ECSE458D2,W2023,A,4.00,3.00,#REF!
ECSE458D2-202401,ECSE458D2,W2024,A,4.00,3.00,#REF!
ECSE458N2-202309,ECSE458N2,F2023,A,4.00,3.00,#REF!
ECSE461-201601,ECSE461,W2016,B,3.00,3.00,#REF!
ECSE461-201709,ECSE461,F2017,B+,3.30,3.00,#REF!
ECSE461-201801,ECSE461,W2018,A-,3.70,3.00,#REF!
ECSE461-201809,ECSE461,F2018,A-,3.70,3.00,#REF!
ECSE461-201901,ECSE461,W2019,B,3.00,3.00,#REF!
ECSE461-201909,ECSE461,F2019,B,3.00,3.00,#REF!
ECSE461-202009,ECSE461,F2020,B+,3.30,3.00,#REF!
ECSE461-202101,ECSE461,W2021,B+,3.30,3.00,#REF!
ECSE461-202109,ECSE461,F2021,B,3.00,3.00,#REF!
ECSE461-202201,ECSE461,W2022,B,3.00,3.00,#REF!
ECSE461-202301,ECSE461,W2023,A-,3.70,3.00,#REF!
ECSE461-202401,ECSE461,W2024,A-,3.70,3.00,#REF!
ECSE486-201801,ECSE486,W2018,B+,3.30,2.00,#REF!
ECSE489-201709,ECSE489,F2017,A-,3.70,2.00,#REF!
ECSE489-201809,ECSE489,F2018,A-,3.70,2.00,#REF!
ECSE493-201809,ECSE493,F2018,A-,3.70,2.00,#REF!
ECSE500-201809,ECSE500,F2018,A,4.00,3.00,#REF!
ECSE500-201909,ECSE500,F2019,A,4.00,3.00,#REF!
ECSE509-202309,ECSE509,F2023,B+,3.30,3.00,#REF!
ECSE512-201809,ECSE512,F2018,B+,3.30,3.00,#REF!
ECSE543-201809,ECSE543,F2018,A,4.00,3.00,#REF!
ECSE543-201909,ECSE543,F2019,A,4.00,3.00,#REF!
ECSE543-202009,ECSE543,F2020,A,4.00,3.00,#REF!
ECSE543-202209,ECSE543,F2022,A,4.00,3.00,#REF!
ECSE551-202009,ECSE551,F2020,A-,3.70,4.00,#REF!
ECSE551-202209,ECSE551,F2022,A,4.00,4.00,#REF!
ECSE551-202301,ECSE551,W2023,A-,3.70,4.00,#REF!
ECSE551-202309,ECSE551,F2023,A-,3.70,4.00,#REF!
ECSE551-202409,ECSE551,F2024,A-,3.70,4.00,#REF!
ECSE552-202101,ECSE552,W2021,A,4.00,4.00,#REF!
ECSE552-202301,ECSE552,W2023,A-,3.70,4.00,#REF!
ECSE557-202401,ECSE557,W2024,A,4.00,3.00,#REF!
ECSE557-202409,ECSE557,F2024,A,4.00,3.00,#REF!
EDEA241-201701,EDEA241,W2017,A,4.00,3.00,#REF!
EDEA241-202401,EDEA241,W2024,A,4.00,3.00,#REF!
EDEA296-202309,EDEA296,F2023,A,4.00,3.00,#REF!
EDEC201-201609,EDEC201,F2016,A-,3.70,1.00,#REF!
EDEC201-201709,EDEC201,F2017,A,4.00,1.00,#REF!
EDEC201-201809,EDEC201,F2018,A,4.00,1.00,#REF!
EDEC201-201909,EDEC201,F2019,A-,3.70,1.00,#REF!
EDEC201-202009,EDEC201,F2020,A,4.00,1.00,#REF!
EDEC201-202105,EDEC201,S2021,A,4.00,1.00,#REF!
EDEC201-202109,EDEC201,F2021,A,4.00,1.00,#REF!
EDEC201-202205,EDEC201,S2022,A,4.00,1.00,#REF!
EDEC201-202209,EDEC201,F2022,A,4.00,1.00,#REF!
EDEC201-202309,EDEC201,F2023,A,4.00,1.00,#REF!
EDEC201-202409,EDEC201,F2024,A,4.00,1.00,#REF!
EDEC202-201701,EDEC202,W2017,A-,3.70,3.00,#REF!
EDEC202-202409,EDEC202,F2024,A-,3.70,3.00,#REF!
EDEC203-201401,EDEC203,W2014,A-,3.70,3.00,#REF!
EDEC203-201409,EDEC203,F2014,A-,3.70,3.00,#REF!
EDEC203-201609,EDEC203,F2016,A-,3.70,3.00,#REF!
EDEC203-201701,EDEC203,W2017,A,4.00,3.00,#REF!
EDEC203-201909,EDEC203,F2019,A,4.00,3.00,#REF!
EDEC203-202009,EDEC203,F2020,A-,3.70,3.00,#REF!
EDEC203-202101,EDEC203,W2021,A,4.00,3.00,#REF!
EDEC203-202109,EDEC203,F2021,A,4.00,3.00,#REF!
EDEC203-202209,EDEC203,F2022,A,4.00,3.00,#REF!
EDEC203-202309,EDEC203,F2023,A-,3.70,3.00,#REF!
EDEC233-201901,EDEC233,W2019,A-,3.70,3.00,#REF!
EDEC233-202101,EDEC233,W2021,A,4.00,3.00,#REF!
EDEC233-202109,EDEC233,F2021,A,4.00,3.00,#REF!
EDEC233-202201,EDEC233,W2022,A-,3.70,3.00,#REF!
EDEC233-202209,EDEC233,F2022,A,4.00,3.00,#REF!
EDEC233-202301,EDEC233,W2023,A-,3.70,3.00,#REF!
EDEC233-202309,EDEC233,F2023,A,4.00,3.00,#REF!
EDEC233-202401,EDEC233,W2024,A-,3.70,3.00,#REF!
EDEC233-202409,EDEC233,F2024,A,4.00,3.00,#REF!
EDEC247-201309,EDEC247,F2013,B+,3.30,3.00,#REF!
EDEC247-201509,EDEC247,F2015,A-,3.70,3.00,#REF!
EDEC247-201609,EDEC247,F2016,A-,3.70,3.00,#REF!
EDEC247-201709,EDEC247,F2017,B+,3.30,3.00,#REF!
EDEC247-201809,EDEC247,F2018,A-,3.70,3.00,#REF!
EDEC247-202009,EDEC247,F2020,A,4.00,3.00,#REF!
EDEC247-202105,EDEC247,S2021,A-,3.70,3.00,#REF!
EDEC248-201401,EDEC248,W2014,A,4.00,3.00,#REF!
EDEC248-201601,EDEC248,W2016,A-,3.70,3.00,#REF!
EDEC248-201701,EDEC248,W2017,A,4.00,3.00,#REF!
EDEC248-201801,EDEC248,W2018,A-,3.70,3.00,#REF!
EDEC248-202009,EDEC248,F2020,A,4.00,3.00,#REF!
EDEC248-202101,EDEC248,W2021,A,4.00,3.00,#REF!
EDEC248-202109,EDEC248,F2021,A,4.00,3.00,#REF!
EDEC248-202201,EDEC248,W2022,A,4.00,3.00,#REF!
EDEC248-202301,EDEC248,W2023,A,4.00,3.00,#REF!
EDEC248-202309,EDEC248,F2023,A,4.00,3.00,#REF!
EDEC248-202401,EDEC248,W2024,A,4.00,3.00,#REF!
EDEC248-202409,EDEC248,F2024,A,4.00,3.00,#REF!
EDEC249-201409,EDEC249,F2014,A-,3.70,3.00,#REF!
EDEC249-201709,EDEC249,F2017,A-,3.70,3.00,#REF!
EDEC249-201809,EDEC249,F2018,A-,3.70,3.00,#REF!
EDEC249-201909,EDEC249,F2019,A-,3.70,3.00,#REF!
EDEC249-202209,EDEC249,F2022,A,4.00,3.00,#REF!
EDEC249-202401,EDEC249,W2024,A,4.00,3.00,#REF!
EDEC249-202409,EDEC249,F2024,A,4.00,3.00,#REF!
EDEC253-201605,EDEC253,S2016,A,4.00,1.00,#REF!
EDEC253-201805,EDEC253,S2018,A-,3.70,1.00,#REF!
EDEC253-202205,EDEC253,S2022,A,4.00,1.00,#REF!
EDEC253-202305,EDEC253,S2023,A,4.00,1.00,#REF!
